68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68
68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,86,84,84,84,84,84,84,84,84,87,68,68,68,68,86,84,84,84,84,87,68,68,68,68
68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,86,85,155,155,155,155,155,155,155,155,67,68,68,68,86,85,155,155,155,155,83,87,68,68,68
68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,69,155,155,155,155,155,155,155,155,155,83,84,87,68,69,155,155,155,155,155,155,67,68,68,68
68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,86,85,155,155,155,155,155,155,155,155,155,155,155,83,84,85,155,155,155,155,155,155,83,87,68,68
68,68,86,84,84,84,84,87,68,68,68,68,86,84,84,84,84,87,68,68,68,68,68,86,85,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,67,68,68
68,86,85,155,155,155,155,83,84,84,84,84,85,155,155,155,155,83,87,68,68,68,68,69,155,155,155,155,155,171,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,67,68,68
68,1610612820,155,155,155,172,170,171,171,171,171,171,171,155,155,155,155,155,83,84,84,84,84,85,155,155,155,155,172,16,170,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,67,68,68
68,1610612820,155,155,156,0,0,0,0,0,0,0,0,170,155,155,155,155,155,155,171,171,171,171,171,171,171,172,0,0,0,154,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,67,68,68
68,102,52,53,156,0,0,0,1,0,0,0,0,0,170,171,171,171,171,172,0,0,0,0,0,0,0,0,0,0,0,154,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,67,68,68
68,68,68,69,155,140,0,0,0,0,0,1,0,0,0,0,0,0,0,0,32,0,0,0,32,0,0,32,0,16,0,154,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,83,87,68
68,68,68,69,155,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,154,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,67,68
68,68,86,85,155,156,0,0,0,0,0,0,2,3,3,3,4,0,0,0,0,0,0,0,0,32,0,0,0,0,17,154,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,67,68
68,86,85,155,155,155,140,0,0,1,0,2,19,19,19,19,20,0,0,0,32,0,0,17,0,0,0,0,0,0,138,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,51,103,68
68,1610612820,155,155,155,155,156,0,0,0,0,18,19,19,19,19,20,0,0,0,0,0,0,0,0,0,0,0,0,1,154,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,67,68,68
68,1610612820,155,155,155,155,156,0,0,0,0,18,19,19,19,19,20,0,0,5,6,7,0,17,0,1,0,1,0,138,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,67,68,68
68,1610612820,51,52,52,53,155,140,0,0,0,34,35,19,19,19,20,0,0,21,22,70,7,0,0,0,0,0,0,154,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,51,103,68,68
68,102,103,68,68,69,155,156,0,0,1,0,0,34,19,19,19,4,0,21,22,22,23,0,0,1,0,0,0,154,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,67,68,68,68
68,68,68,68,86,85,155,156,0,0,0,0,17,0,34,19,19,20,0,37,55,22,23,0,0,0,0,1,0,154,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,67,68,68,68
68,68,68,68,102,53,155,155,140,0,0,0,0,0,0,34,35,36,0,0,37,55,23,0,17,0,17,0,0,154,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,67,68,68,68
68,68,68,68,86,85,155,155,156,0,0,1,0,0,0,0,0,0,0,0,0,37,39,1,0,0,17,0,0,154,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,83,87,68,68
68,68,68,68,69,155,155,155,172,0,0,0,0,0,0,1,0,0,17,0,0,0,0,0,0,0,0,17,0,170,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,83,87,68
68,68,86,84,85,155,155,172,0,0,0,0,0,0,48,49,49,49,49,50,0,1,0,0,0,33,33,33,33,33,154,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,67,68
68,86,85,155,155,155,156,0,0,0,33,32,33,32,64,65,65,65,65,66,0,0,0,33,33,33,33,33,33,33,170,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,67,68
68,1610612820,155,155,155,155,155,139,139,139,140,33,33,33,64,65,65,65,65,66,0,33,33,33,33,33,33,33,33,33,33,154,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,51,103,68
68,1610612820,1610612891,1610612891,1610612891,155,51,52,53,155,155,139,140,1,64,65,65,65,65,66,33,33,33,33,33,33,33,33,33,33,33,170,155,155,155,155,155,155,155,155,155,155,155,155,155,155,51,103,68,68
68,1610612820,1610612891,51,52,52,103,68,102,53,155,155,156,1,64,65,65,65,65,66,33,33,33,33,33,33,33,33,33,33,33,33,154,155,155,155,155,155,155,155,155,155,155,155,155,155,67,68,68,68
